question_id,question_content,question_language,question_topic,question_user_country_code,question_sent,translated_en
3859034,E ekiratuma ebiraryo rye'nyanya  ryaguma biraragara nenki ? kandi nkakizibira'nta ? mwebare.,nyn,tomato,ug,2017-11-22 18:56:08+00:00,E ekiratuma ebiraryo rye'nyanya became apparent with what ? and i'kizibir'nta ? in the news.
3859097,E NINYENDA KUMANYA OMUHINGI ARIKUTEMA EBITOKYE IGANA 100 BURI 2WEEKS OMURI SHEEMA DISTRICT.,nyn,,ug,2017-11-22 19:00:41+00:00,I've been trying to get people to pay a hundred bucks every two weeks in the Omuri Shima District.
3859100,"E ndima nyanya naye ebiwuka ebyawansi bindi bubi okozentya,",lug,tomato,ug,2017-11-22 19:00:55+00:00,"In the meantime, he'll be surrounded by other evil beings, such as bugs, insects, and insects."
3859117,E eyine obukyori bwagye bwine obukoko,nyn,,ug,2017-11-22 19:02:09+00:00,It's the same kind of thing that happens when you're pregnant.
3859124,KHADIJA ANAULIZA NIDAWA GANI HUYUNYIZIWA SUKUMA WIKI IKIWA IMETOBOLEWA NA WADUDU,swa,kale,ke,2017-11-22 19:02:38+00:00,KADJA ANAULIZA NIDAWA GHANI UNIZED SUMMARY This week is a week of violence against women and girls.
3859129,"E  Nimbuuza Ekyibuzo  Kyangye, Omuhika Emwe Yebikyori  Byaba  Byezire Nosharuramu  Eshaho Zigahi?",nyn,,ug,2017-11-22 19:03:05+00:00,"And I ask my question, What is the meaning of the name of one of the slaves who became Byezire Nosharuramu Eshaho Zigahi?"
3859149,"Nauliza Dawa ya kunyunyizia mahidi ni gani,?",swa,maize,ke,2017-11-22 19:05:39+00:00,I asked him what kind of medicine to sprinkle with thanksgiving.
3859152,"S.Naomba elimu ya kukastrate mbwa wangu .Ntapata wapi?,",swa,dog,ke,2017-11-22 19:05:57+00:00,S I am applying for education to castrate my dog.Where can I get it?
3859156,S Kuku wangu wanapiga chafya. Je? niwatibu na nini?,swa,poultry,ke,2017-11-22 19:06:49+00:00,My chicken is barking up the wrong tree.
3859172,S  ASANDE   JOHN  KWA  JIBU  LAKO.  JE  NDAMA  ANAFAA  APEWE  MAZIWA  KIASI  NGANI  KWA  SIKI?.,swa,potato,ke,2017-11-22 19:08:32+00:00,And thank you John for your prayers.
3859172,S  ASANDE   JOHN  KWA  JIBU  LAKO.  JE  NDAMA  ANAFAA  APEWE  MAZIWA  KIASI  NGANI  KWA  SIKI?.,swa,cattle,ke,2017-11-22 19:08:32+00:00,And thank you John for your prayers.
3859199,S mwana kondoo hukatwa mkia kwamuda upi?. na hutumia kifaa kipi kwa kuukata?.,swa,sheep,ke,2017-11-22 19:11:14+00:00,"When a lamb is slaughtered, what kind of milk is used, and what kind of device is used to cut it?"
3859258,E nimbasa kubuza ekindi ekibuzo mwebare munonga,nyn,coconut,ug,2017-11-22 19:19:01+00:00,I'm going to ask you a question about how you're doing.
3859313,E ebihimba byangye nibiba yellow byatandika kurunga omwitaka kandi obwo byine enjuru mwebare,nyn,bean,ug,2017-11-22 19:26:18+00:00,"When my eyes grew yellow, they began to wrap themselves in darkness, and the sky began to shine."
3859384,E WARISA ENKOOKA EZIKURAGA <100>IGAN ABWAKI  NIKIRA  KURWARA,nyn,chicken,ug,2017-11-22 19:39:03+00:00,"It has been a long time since I was born, and I've always wanted to be a nurse."
3859413,Richard nabuuza: obuyambi entaama zangye zine ebihinzi nkozese mubaziki? Kandi nikiretwaki?,nyn,sheep,ug,2017-11-22 19:43:53+00:00,"I asked Richard, ""What kind of help do I get from the farmers to the customers?"" and why?"
3859431,"e bulwadeki obuta nkoko nga telwade ,",lug,chicken,ug,2017-11-22 19:48:48+00:00,It's not like my grandmother's grandmother was dying of a fever .
3859531,S ninge penda nijue majina ya dawa inanyisia nyanya ikitowa mawua.,swa,tomato,ke,2017-11-22 20:13:07+00:00,I don't want to know the names of the drugs that make it worse.
3859534,"E ENKOOKO YAZA KUTERA  äAMAHURI ,2, NEBA RIIRE KG ZINGAHI  OMUZOBA",nyn,chicken,ug,2017-11-22 20:13:31+00:00,"E EENOKO YAZ  KUTERA AMAHURI ,2, and has a weight of 5 kg ZINGAHI OMUZOBA."
3859535,E ebihimba byayero nibigurwa  zingahi burikiro? ndi kiruhura District,nyn,bean,ug,2017-11-22 20:13:55+00:00,E ebihimba byayero nibigurwa how many burikiro? by kiruhura district
3859544,E kyembuza  abantu bagambanti nayironi mbuno bwomufuyirafuka  bampaburemumwekyo,nyn,,ug,2017-11-22 20:16:40+00:00,It's a shame that people who are wearing nylon have to pay their bills to get rid of it.
3859574,E OMUTUNGI embuzi nizifuka obwoya mpabura omubazi,nyn,goat,ug,2017-11-22 20:39:07+00:00,A black goat is dressed in a black fur coat for a sculptor.
3859613,"E nyine enyanya nizibabuka, zijunda ebiti nkakozeshaki kuzitambira? Webare kunyamba.",nyn,tomato,ug,2017-11-22 21:33:01+00:00,"When I wake up, do I want to receive the little things I want to receive?"
3859655,S nataka kubanda maidi na bengu ngani zunri,swa,cereal,ke,2017-11-22 23:15:59+00:00,I'd like to start with maidi and bengu how many tunri.
3859655,S nataka kubanda maidi na bengu ngani zunri,swa,maize,ke,2017-11-22 23:15:59+00:00,I'd like to start with maidi and bengu how many tunri.
3859684,S Ni mbinu gani ninaweza kutumia kuuwa mti bila kuukata ukiwa ni mkubwa,swa,tree,ke,2017-11-23 01:01:39+00:00,What techniques can I use to cut down a tree without cutting it down as an adult?
3859696,S ipi njia bora ya kupanda njugu,swa,peanut,ke,2017-11-23 02:05:50+00:00,This is the best way to plant nuts.
3859704,E lino eddagala lyebayise PROPANIL (SELECTIVE) HERBICIDE lita buli muddo,lug,,ug,2017-11-23 02:19:49+00:00,"In addition, the drug is known as PROPANIL (SELECTIVE) HERBICIDE."
3859710,E  OKUTEKE EBIHINGWA EBINDI OMURUTOKYE KIRIMU KINE EBIZIBU,nyn,,ug,2017-11-23 02:30:16+00:00,It is possible to build a house in the same language as the one in the neighborhood.
3859715,s nauliza rangi ya majano kwa mahindi hu7bixhwa na nn ?? na nn dawa yake??,swa,maize,ke,2017-11-23 02:44:12+00:00,I asked for the green color for the maize hu7bixhwa and nn ?? and nn dawa??
3859718,Kuku wanafura kichwa kisha wanakufaa je ni dawa ipi naeza tumia,swa,poultry,ke,2017-11-23 02:51:15+00:00,The chicken feeds the head and then it is suitable for use with medication.
3859724,E Nmbuza Enyanya Zaba Nizirabya  Notamu Mubaziki? Ndi ENOCK RUBIRIZI D,nyn,tomato,ug,2017-11-23 02:59:28+00:00,Do I need to know the friends of Nizirabya and Muzaki? by ENOCK RUBIRIZI D.
3859729,E Obume Obwahasi Nobweruguru Nibuha Obubonire Kandi Obutakurwara,nyn,rabbit,ug,2017-11-23 03:06:25+00:00,The temperate northern climate provides a healthy and healthy environment.
3859732,Buster mzuri ya mahindi ni ipi?,swa,maize,ke,2017-11-23 03:09:55+00:00,A good buster of corn and ipi?
3859748,S.Ni dawa gani inaweza kuwauwa Vipepeo wanaozaa Fall Army? Worms,swa,,ke,2017-11-23 03:22:19+00:00,S.What drug can kill the Fall Army-bearing Viper?
3859753,Q#  Watermelon  Inamea  Baada Ya Siku Ngapi?,swa,,ke,2017-11-23 03:25:29+00:00,Q# Watermelon: How many days after?
3859756,"Emmanuel anauliza: Ngo, mbe yupi ni mzuri wa maziwa Jibu S15 ikifuatiwa na jibu lako.",swa,cattle,ke,2017-11-23 03:27:41+00:00,Emmanuel asks: What is the sweetest and sweetest milk of the Jibu S15 followed by your answer.
3859771,E NIMBUZA ENJOKI NIBAZIHA OMWEZI GWAKAINGAHA KANDI NIZITWARA BWIREKI KWERA. NDASIMA MUNGARUKIREMU,nyn,bee,ug,2017-11-23 03:36:14+00:00,I've been blessed with a few months of life and I've lived a good life.
3859790,Naba Ninyenda Embibo Ya Vanira Omuri Ibanda Ningihahi? Kandi Negura Zingahi?,nyn,,ug,2017-11-23 03:47:36+00:00,Do you walk in the valley of Vanira Omuri Ibanda Ningihaha? and how many Negura?
3859812,Q ente yetakurya neyabaki kandi nkoreki,nyn,cattle,ug,2017-11-23 03:58:52+00:00,Q ente thatukurya neyabaki and nkoreki
3859824,S tapataje. Mbegu za French beans,swa,,ke,2017-11-23 04:05:13+00:00,S tapataje. seeds of French beans.
3859835,S mbegu sa French beans  Bei ni ngapi na tapataje,swa,,ke,2017-11-23 04:08:04+00:00,The seeds of French beans are very expensive and expensive.
3859856,E kg100 ekyemwanyi ebisi wezikala zivamu kg meka?,lug,,ug,2017-11-23 04:10:50+00:00,What is the weight of a 100 kg weighted average woman?
3859864,E Wapi tindikwenda kukyinga kaunt~,nyn,,ug,2017-11-23 04:10:55+00:00,Where am I going to see the Countess?
3859865,S tapataje mbegu za French beans,swa,,ke,2017-11-23 04:10:56+00:00,S tapataje seeds of French beans.
3859876,E Kil0 Yebiky0ri Negura Siringi Zingahi Omukatare.,nyn,,ug,2017-11-23 04:10:59+00:00,E Kil0 Yebiky0ri Negura Siringi Zingahi Omukatare was born.
3859888,E Kunakuba Ninyenda Okuhainga Ebicori Nkakoraki?,nyn,maize,ug,2017-11-23 04:11:01+00:00,Is it possible for me to walk away from Ebicori Nkakoraki?
3859896,"E  Kwizera Ernest ryo, omurisa kand  omuhigi nda hinga  Emondi omwaani  kandi  nda  risa  Nentama.",nyn,coffee,ug,2017-11-23 04:11:02+00:00,"In the faith of Ernest Ryo, my son-in-law, I met Emondi in the village and raised Nentama."
3859897,E/wefarm  Omuzano Nigutandika Orwakangahi?,nyn,,ug,2017-11-23 04:11:02+00:00,E/wefarm Omuzano What is the start of Orwakangahi?
3859902,E Amanyaboona Santos Kuruga Mbuyabuye Kamwengye Ninyenda Kutunga Ente Yamaate Ningyihahi Kandi Nimbasa Kugyireberera Nta?,nyn,cattle,ug,2017-11-23 04:11:03+00:00,Can I see Santos from heaven and go to heaven and build a house where I can't breathe and live without it?
3859906,E DYOMUHIGYI WE BIKYORI,nyn,,ug,2017-11-23 04:11:03+00:00,It's the first time we've ever been on a bike ride.
3859922,E Ninyenda Ogabire Aha Mwani Ahabwokuba Omwani Gwangye Nigwoma Amatagi Bwenu Koreki??,nyn,coffee,ug,2017-11-23 04:11:05+00:00,Do I want to give you a name because my friend has taken away your talents?
3859942,E Kazunde Nogibinga Ota Omurutokye Mwebara?,nyn,,ug,2017-11-23 04:11:07+00:00,E Kazunde Nogibinga  Ota Omurutokye in November?
3859950,E mazima nyowe ninyenda mungambire type yomubazi rwemondi ogunshemereire kufuhiriza omurungi habwo kuba za jujukyire zikyamera,nyn,,ug,2017-11-23 04:11:08+00:00,"In fact, I'd say you're the type of carpenter who needs to inspire a good person to be on camera."
3859953,E Nimuringoki ogunsemerire kukozesa kurebeka ngu amizi tigatwara emisiri yange?,nyn,,ug,2017-11-23 04:11:08+00:00,Do you think I should be allowed to wear a ribbon with my hands?
3859965,kenneth buuza ente kamukama kenneth,nyn,cattle,ug,2017-11-23 04:11:10+00:00,kenneth asks you where your friend kenneth is.
3859999,"E# 
Ninyenda Ebihimba Ryamusingiriiro Kundenda Kubihinga Konka Kunu Kunokubifuhirira Mbwenu Nkorekyi Kuntine Sente Zokukozesa nkorekyi? Ninye Innocent Kyantuhe.",nyn,bean,ug,2017-11-23 04:11:20+00:00,"E# Do you walk around with your fingers and your toes and your fingers and your toes and your fingers and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your fingers and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your fingers and your toes and your toes and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes and your toes, and your toes and your toes, and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes, and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and your toes and toes and your toes and toes and your toes and your toes and toes and your toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes and toes"
3860020,E  Mbuza  ekirikukwata  ahanyanya.,nyn,goat,ug,2017-11-23 04:11:23+00:00,E Mbuza is in a state of shock.
3860034,E  Nibuunza  Ahabweki  Ekoko  Nyinzeshonda  Nikiretwaki  Di Isaac,nyn,chicken,ug,2017-11-23 04:11:26+00:00,"He is the father of Isaac, the son of Isaac, and the father of Isaac."
3860088,E  Nkahinga enyanya nkozese mubazi ki?,nyn,tomato,ug,2017-11-23 04:11:33+00:00,What is the meaning of marriage?
3860095,Danson Nabuuza Wilison Embuzizze Azirondere Omubazi Rwebihinzi.,nyn,,ug,2017-11-23 04:11:34+00:00,Danson I asked Wilison Embuzizze to surround himself with his assistant Rwebihanzi.
3860109,"E Naba nimbuza inti,
Omutumba waheza kugutemaho ecitoce osemereie kumara obwire  burikwinganaki kutera enkonya? nasigarandi Micheal kuruga kitagwenda kabujogera.mwemwebare kungarulamu.",nyn,,ug,2017-11-23 04:11:35+00:00,"When Naba asked the sun, Omutumba said to him, ""How long do you have to wait to get rid of the donkey?"" and Michael said, ""I'm not going to talk to you about it."
3860134,E Amajani amajani nigaba gabaireki kusangi kusanga ebikora biri mu kala ya yellow?,nyn,tea,ug,2017-11-23 04:11:37+00:00,How do you find the color of the Amazon rainforest in a yellow color?
3860158,E Ambusi ngitemu ntakabyiree? kand waza kuhinga ebikyori. omuryegi sizoni egi eyazakumu. mbihinge okwakangahi? kand enbibo erikurahuka kwera kand ekaremera neha?,nyn,goat,ug,2017-11-23 04:11:39+00:00,"I'm trying to figure out what I'm going to do, and I'm going to try to do it, and I'm going to try to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it, and I'm going to do it."
3860224,E Nimbuza kunakwenda kutuga enkooko zokutunga nizihahe kandi omuhendo gazo guriguta,nyn,chicken,ug,2017-11-23 04:11:47+00:00,E Nimbuza goes to collect sewing eggs and sewing them and his wealthy wife guriguta.
3860227,NINYENDA OBUYAMBI EBIHIMBA BYANGYE NIBIKUKA,nyn,bean,ug,2017-11-23 04:11:49+00:00,I've been living in a world where I've lost my virginity.
3860229,"E Ainembabazi  nyowe ndi omuhingyi webitakuri,konka noshanga emikamba efunyarire nikyiretwakyi ?,mwebare .",nyn,sweet-potato,ug,2017-11-23 04:11:49+00:00,"E Ainembabazi you are the designer of webcars,conka and shanga in the big cities of Funanyar nikyiretwakyi ?,mwebare ."
3860260,E..green paper kika ki ekilungi ekirimibwa ennaku zino?ekibala enyo.,lug,,ug,2017-11-23 04:11:54+00:00,E..green paper is the best paper printed these days.
3860285,E  emondi okaziconca kangahi zaza kuhika ahakwera,nyn,,ug,2017-11-23 04:11:58+00:00,E emondi okaziconca how many children until they climb up.
3860359,E Nimanyisa Ekoko Enyankole Nizo Zikugura Sente sh 25000 Ninyowe Tusiime Richard,nyn,chicken,ug,2017-11-23 04:12:05+00:00,"E Nimanyisa Ekoko E Lakeke Nizo Zikugura Sente sh 25,000 Ninyowe Tusiime Richard is one of the most famous actresses in the world."
3860361,E  NDI ERIA OWA BIGULI NIMBUZA KUMANYA EBEYI YA SOYA.,nyn,soya,ug,2017-11-23 04:12:05+00:00,It's the area where the big wind blows and I can't find the price of soybeans.
3860376,E.Omwani gwangye kugukuba nigwana mukye aha matagi hati nkorenta ?,nyn,coffee,ug,2017-11-23 04:12:06+00:00,E. Who is going to give you a new name for the branches as a rental ?
3860385,Ekyibuzo Naba Ninyenda Kuhinga Ebicori Ngu Bitakafa Nimbihinga Nta?  Ninye Arinaitwe Edson  Kamwengye .,nyn,maize,ug,2017-11-23 04:12:07+00:00,"The question is, will I ever be able to get rid of Ebicore when I die?"
3860399,E Ninyenda kumanya ahakuhinga ebyozi.,nyn,squash,ug,2017-11-23 04:12:08+00:00,I'd like to know how to do that.
3860413,"E  Kwizera Ernest ryo, omurisa kand  omuhigi nda hinga  Emondi omwaani  kandi  nda  risa  Nentama",nyn,coffee,ug,2017-11-23 04:12:09+00:00,"By the faith of Ernest Ryo, my son-in-law and grandfather, I met Emondi in the woods and raised Nentama."
3860418,E nyine eka 1 eyorutookye ninkozesa weed mast okwita omwaata nshemere kuhisya bwireki kugureka harumu kabiki.ndi Akankwatsa Edson kuruga Kyegegwa.,nyn,,ug,2017-11-23 04:12:10+00:00,"On the 1st day of training, I use a weed mast to heat up the grass to make the harumu kabiki."
3860428,E EBICHORI BIRI AHARIZINGAHI NI ATU  IBAND,nyn,maize,ug,2017-11-23 04:12:11+00:00,EBICHORI BIRI HARIZINGAHI and we are together.
3860432,E Ente yaba nereta eshagama omumuhako neba erweire irwaraki,nyn,cattle,ug,2017-11-23 04:12:11+00:00,E Ente yaba nereta eshagama omuhako neba erweire irwaraki was born in irwaraki.
3860440,E OBUSAZA BWANGE BUKOKOSIRE KOREKI,nyn,cowpea,ug,2017-11-23 04:12:12+00:00,I've always been inspired by Korean books.
3860446,E Ofuhirire Obutunda,nyn,passion-fruit,ug,2017-11-23 04:12:13+00:00,E Ofuhirire Obutunda was born.
3860466,E Enyanya Zangye Zibabukire Nkozese Mubazi Ki?,nyn,tomato,ug,2017-11-23 04:12:15+00:00,What kind of friendship does my best friend have?
3860467,Amanyaboona Santos Kuruga Mbuyabuye Kamwengye Ninyenda Kutunga Ente Yamaate Ningyihahi Kandi Nimbasa Kugyireberera Nta?,nyn,cattle,ug,2017-11-23 04:12:15+00:00,Amanyaboona Santos Kuruga Mbuya once again I am going to build a nest of Yamaate Ningyihahi and I am going to keep it there?
3860485,E Ebihimba Nibigura Bita,nyn,bean,ug,2017-11-23 04:12:17+00:00,Ebihimba Nibigura Bita is also known as Ebihimba Nibigura Bita.
3860490,"E ndyomuhingi womwani,nkwonka omwani gwanje nigwoma obutagi nkoreki?",nyn,coffee,ug,2017-11-23 04:12:17+00:00,"Is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business, or is it someone else's business?"
3860494,E Ndi Omuhingyi W omwani Ninyenda Omukazi Wemyaka 25§30 Nyine 35 Ndi Buhanda Kitagwenda Kamwengye.0774267723.,nyn,coffee,ug,2017-11-23 04:12:18+00:00,I am a woman of 25 years old.§30 I am 35 years old.0774267723.
3860506,E Nimpinga ebitakuri konka emikamba neribwa obukooko,nyn,sweet-potato,ug,2017-11-23 04:12:20+00:00,I'm not a big fan of anything other than the chickens and the chickens.
3860522,E  Naba Ninye Mungabire Kokuunakubasya Kurenbereera Obume,nyn,rabbit,ug,2017-11-23 04:12:23+00:00,And I'm sure you'll find it helpful to make sure that you're able to keep up with the demand.
3860525,E Kate ogure good saipa ogifuhirire ebichoori byaawe. Francis Sembabure,nyn,maize,ug,2017-11-23 04:12:24+00:00,Kate bought a good soap and was inspired by her schoolwork. - Francis Sembabure
3860554,E sirina kisenyi naye njagara kurima kabegi kikaki kyenba nkozesa kubukalu ?,lug,cabbage,ug,2017-11-23 04:12:27+00:00,E sirina kisenyi but I have to live to grow kabegi kiklugaki kyenba using kubukalu ?
